"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1015.9","1018.2","18.6","17.1","91","6.2","40","10.5","60","0.5","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1015.8","1018.1","17.9","16.4","91","5.4","40","12.6","60","0.5","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1016.1","1018.4","17.1","15.1","88","7.3","50","13.3","30","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1016.5","1018.8","16.3","14.5","89","7.4","40","13.6","60","T","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1016.9","1019.2","16.0","13.8","87","7.6","50","14.9","50","T","0.4","--","0.00","--","0","--","18.1","19.1","19.9","20.4","21.3","21.7","21.7"
"06","1017.9","1020.2","15.8","13.1","84","6.6","50","14.1","70","T","0.4","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1019.0","1021.3","15.6","12.2","80","6.6","40","13.1","40","T","0.2","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"08","1019.4","1021.7","15.9","12.3","79","5.8","50","11.9","40","0.0","0.0","0.0","0.11","10.0","0","10.0","--","--","--","--","--","--","--"
"09","1019.8","1022.1","15.8","12.7","82","2.8","340","10.2","60","T","0.2","0.0","0.25","10.0","0","10.0","17.3","18.1","18.9","19.6","20.8","21.6","21.8"
"10","1019.8","1022.1","15.4","12.7","84","1.9","350","6.1","30","T","0.6","0.0","0.46","--","1","--","--","--","--","--","--","--","--"
"11","1019.2","1021.5","16.2","13.0","81","2.1","30","5.7","350","T","0.3","0.0","0.52","12.0","2","10.0","--","--","--","--","--","--","--"
"12","1018.5","1020.8","16.5","12.7","78","2.0","340","5.8","340","0.0","0.0","0.0","0.76","--","2","--","--","--","--","--","--","--","--"
"13","1017.7","1020.0","16.5","12.7","78","1.3","330","4.2","350","0.0","0.0","0.0","0.77","--","2","--","--","--","--","--","--","--","--"
"14","1016.9","1019.2","16.9","12.5","75","2.4","340","5.1","330","0.0","0.0","0.0","0.68","15.0","2","10.0","18.2","18.5","19.0","19.2","20.3","21.3","21.8"
"15","1016.8","1019.1","17.3","12.0","71","1.9","290","4.2","140","T","0.2","0.0","0.46","--","1","--","--","--","--","--","--","--","--"
"16","1016.8","1019.1","17.0","12.4","74","1.8","360","7.3","360","T","0.7","0.0","0.16","--","0","--","--","--","--","--","--","--","--"
"17","1017.4","1019.7","16.4","12.8","79","2.0","320","6.6","20","T","0.3","0.0","0.07","12.0","0","10.0","--","--","--","--","--","--","--"
"18","1017.7","1020.0","16.6","12.0","74","4.2","20","11.4","70","T","0.2","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"19","1018.1","1020.4","16.5","11.7","73","6.4","40","13.4","20","T","0.1","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1018.9","1021.2","16.3","11.5","73","5.5","50","11.6","30","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1019.6","1021.9","16.4","11.4","72","6.6","50","11.2","50","T","0.2","--","0.00","--","0","--","16.8","17.6","18.3","18.9","20.1","21.0","21.8"
"22","1019.8","1022.1","16.0","11.2","73","6.3","40","12.9","60","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1019.9","1022.2","15.2","11.8","80","6.4","50","12.2","50","0.5","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1019.9","1022.2","14.9","10.9","77","6.6","40","13.1","80","T","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"